names
Βαγιωνάκη Ευαγγελία (Βάλια) Νικολάου
Μπαλωμενάκης	 Αντώνης	 Δημητρίου
ΞυδάκηςΝικόλαοςΓαλάτη
Τόσκας Νικόλαος Στεφάνου
Παπαδόπουλος Χριστόφορος Κωνσταντίνου
Δημαράς Γεώργιος Θεοδώρου
Θεωνάς Ιωάννης Γρηγορίου
Τσιρώνης Ιωάννης Γεωργίου
Αυλωνίτου Ελένη Βασιλείου
Καββαδία Ιωαννέτα (Αννέτα) Σωκράτη
Παναγούλης Ευστάθιος (Στάθης) Βασιλείου
Γιακουμάτος Γεράσιμος Χαραλάμπους
Παπακώστα Σιδηροπούλου Αικατερίνη Αγγέλου
Γερμενής Γεώργιος Σπυρίδωνος
Παναγιώταρος Ηλίας Κωνσταντίνου
Ζαρούλια Ελένη Βασιλείου
Ψαριανός Γρηγόριος Νικολάου
Καμμένος Παναγιώτης (Πάνος) Ηλία
Λεβέντης Βασίλης Αποστόλου
Καρράς Γεώργιος Δημήτριος Βασιλείου
Παναγιωτόπουλος Παναγιώτης (Πάνος) Παναγιώτη
Κυρίτσης Γεώργιος Μιλτιάδη
Κουίκ Τέρενς Σπένσερ Νικόλαος Φιλίππου
Λυμπεράκη Αντιγόνη Γεωργίου
ΤσουκαλάςΚωνσταντίνος Αγγέλου
Αντωνοπούλου Ουρανία Αντωνίου
ΚυρίτσηΑγλαϊαΛαζάρου
Καρκατσούλης Παναγιώτης Γεωργίου
Κωνσταντοπούλου Ζωή Νικολάου
Σακελλαρίδης Γαβριήλ Γεωργίου
ΛεουτσάκοςΕυστάθιος (Στάθης)Πιέρρου
Αντωνάκου Σταυρούλα Αγγέλου
Λαφαζάνης Παναγιώτης Γεωργίου
Ορφανός Νικόλαος Δημητρίου
Μητρόπουλος Αλέξιος Παναγιώτη
ΣωτηρίουΕλένη Δημητρίου
Χαϊκάλης Παύλος Γεωργίου
Κοδέλας Δημήτριος Παναγιώτη
Γαλέος Γεώργιος Αθανασίου
Ζαχαριάς Κωνσταντίνος Παναγιώτη
Κανελλοπούλου Μαρία Ανδρέα
Χατζηλάμπρου Βασίλειος Σάββα
Αρβανίτης Αβράμης Μιχαήλ Κωνσταντίνου
Σταθάς Ιωάννης Παναγιώτη
Σκούμας Αθανάσιος Δημητρίου
Μπασιάκος Ευάγγελος Αθανασίου
Κοψαχείλης Τιμολέων Αθανασίου
ΧαρακίδηςΚυριάκος Μιχαήλ
ΜαυραγάνηςΝικόλαοςΑνδρέα
ΚώτσιαςΘωμάςΜάρκου
ΛαπαβίτσαςΚωνσταντίνοςΑντωνίου
Κριτσωτάκης Μιχαήλ Γεωργίου
Μακαρόνας Γρηγόριος Γεωργίου
Χαραλαμπίδου Δέσποινα Δημητρίου
Τεκτονίδου Κυριακή (Βούλα) Αναστασίου
Γαϊτάνη Ιωάννα Γεωργίου
ΤαχιάουΧριστίνα Γεωργίου
Αμμανατίδου (Πασχαλίδου) Ευαγγελία (Λίτσα) Γεωργίου
Γραικός Φώτιος Ευστρατίου
Μάρκου Αικατερίνη Δημοσθένη
Γερασιμίδου Ελένη Νικολάου
Ξουλίδου Σταυρούλα Ιωάννη
ΤσανάκαΑλεξάνδρα Δημητρίου
Διαμαντόπουλος Ευάγγελος Περικλή
Σαμοΐλης Στέφανος Κωνσταντίνου Νικολάου
Μακρή Ραχήλ Κωνσταντίνου
Ουζουνίδου Ευγενία Χρήστου
Κάτανας Χαρίσιος Λαζάρου
ΚουρεμπέςΘεοφάνης (Φάνης)Σπυρίδωνος
Διώτη Ηρώ Μαρίνου
Σβερώνη ΧονδρονάσιουΔέσποινα Αθανασίου
Δερμιτζάκης Κωνσταντίνος Νικολάου
Ζερδελής Ιωάννης Χριστοφόρου
Γρηγόρης ΣταύροςΓεωργίου
Τζήκα Κωστοπούλου Δανάη Ιωάννη
Δελημήτρος ΚωνσταντίνοςΕυαγγέλου
Πετράκος Αθανάσιος Κωνσταντίνου
ΨαρρέαΕλένηΠαναγιώτη
Κοντός Αλέξανδρος Ευστρατίου
ΣμίαςΧρήστος Ιωάννη
Ζάννας ΖήσηςΓρηγορίου
Ματθαιόπουλος Αρτέμιος Παύλου
ΧατζηδημητρίουΑλέξανδρος Νικολάου
Κυριακάκης Βασίλειος Κωνσταντίνου
ΛέβαΒασιλική Κωνσταντίνου
Δριβελέγκας Ιωάννης Κωνσταντίνου
Βαλαβάνη Όλγα Νάντια Γεωργίου
Στρατούλης Δημήτριος Ιωάννη
Κατριβάνου Βασιλική Ηλία
Ήσυχος Κωνσταντίνος ΗρακλήςΝικολάου
Μεϊμαράκης Ευάγγελος Βασίλειος Ιωάννη
Ασημακοπούλου Άννα Μισέλ Παναγιώτη
ΠαπαχριστόπουλοςΑθανάσιος (Θανάσης) Θεμιστοκλή
Ιωαννίδης ΗλίαςΛαζάρου
Λαζαρίδης Χρύσανθος Αλεξάνδρου
Μιχελάκης Ιωάννης Σπυρίδωνος
Τσουκαλάς Δημήτριος Βασιλείου
Δήμας Πύρρος Βίκτωρος
Παπαδημητρίου Γεσθημανή (Μάνια) Θεοδώρου
Παυλόπουλος Προκόπιος Βασιλείου
Μπόλαρη Μαρία Βασιλείου
Πανούσης Ιωάννης Αποστόλου
Μωραϊτάκης Αλέξανδρος Γεωργίου
Αρβανιτόπουλος Κωνσταντίνος Παναγιώτη
Μελάς Παναγιώτης Ιωάννη
Ρεπούση Μαρία Βασιλείου
Νεράντζης Αναστάσιος Δημητρίου
Βαμβακά Ευγενία (Τζένη) Νικολάου
Κουράκος Ιωάννης Θωμά
Γιαννακάκη Μαρία Γεωργίου
Φούντα Νίκη Νικολάου
Λυκουρέντζος Ανδρέας Θεοφάνη
Νταβλούρος Αθανάσιος Περικλή
Νταβρής Γεώργιος Χαραλάμπους
Τσούκαλης Νικόλαος Σπυρίδωνος
Καράμπελας Ιωάννης Δημητρίου
Αηδόνης Χρήστος Ευαγγέλου
Γεροντόπουλος Κυριάκος Χριστόδουλου
Δερμεντζόπουλος Αλέξανδρος Χρήστου
Ντόλιος Γεώργιος Πασχάλη
Ουζουνίδης Μαρίνος Δημητρίου
Μαρκόπουλος Κωνσταντίνος Αθανασίου
Αναγνωστάκης Δημήτριος Θεοδώρου
Κοντογιάννης Γεώργιος Δημητρίου
Μαρίνος Ανδρέας Σπυρίδωνος
Μπατσαρά Γεωργία Νικολάου
Γιοβανόπουλος Κωνσταντίνος Γεωργίου
Διακάκη Μαρία Νικολάου
Δαμαβολίτης Κωνσταντίνος Εμμανουήλ
Δεικτάκης Γεώργιος Νικολάου
Μπέζας Αντώνιος Εμμανουήλ
Ιωαννίδης Ιωάννης Δημητρίου
Ορφανός Γεώργιος Δημητρίου
Αβραμίδης Γαβριήλ Νικολάου
Γιαταγάνα Χρυσούλα Μαρία Θεοδώρου
Ξηροτύρη Αικατερινάρη Ασημίνα Γεωργίου
Κωνσταντινίδης Θεοδόσιος Νικολάου
Ζησιμόπουλος Πολύβιος Παναγιώτη
Κασσής Μιχαήλ Αριστείδη
Καλαντζής Γεώργιος Κωνσταντίνου
Κλειτσιώτης Κωνσταντίνος Χρήστου
Ταλιαδούρος Σπυρίδων Αθανασίου
Αναγνωστόπουλος Γεώργιος Θεοδώρου
Γκερέκου Αγγελική Ιωάννη
Μπούκουρας Ευστάθιος Νικολάου
Ρήγας Παναγιώτης Θεοφάνη
Πατριανάκου Φεβρωνία Πέτρου
Γελαλής Δημήτρης Λεωνίδα
Σαχινίδης Φίλιππος Δημητρίου
Αλεξόπουλος Χρυσοβαλάντης Δημητρίου
Ψύρρας Θωμάς Θεοδώρου
Βογιατζής Παύλος Γεωργίου
Σηφουνάκης Νικόλαος Οδυσσέα
Σολδάτος Θεόδωρος Φωτίου
Χρυσοβελώνη Μαρίνα Γεωργίου
Μουτσινάς Παρίσης (Πάρις) Ιωάννη
Σαμπαζιώτης Δημήτρης Αθανασίου
Σαλτούρος Δημήτριος Παναγιώτη
Τζαμτζής Ιορδάνης (Δάνης) Συμεών
Κωνσταντόπουλος Γεώργιος Λεωνίδα
Χριστογιάννης Δημήτριος Διονυσίου
Τσουμάνης Δημήτριος Αχιλλέα
Χατζή Οσμάν Αχμέτ Ραήφ
Καλογερή Αγνή Κωνσταντίνου
Βλάχβεης Μενέλαος Χρήστου
Βλαχογιάννης Ηλίας Γεωργίου
Ταμήλος Μιχαήλ Κωνσταντίνου
Κυρίτσης Γεώργιος Δημητρίου
Κουτσογιαννακόπουλος Κωνσταντίνος Ιωάννη
Μπριάνης ΔημήτριοςΚωνσταντίνου
Κωνσταντινίδης Ευστάθιος Γεωργίου
Γερμανίδης Αθανάσιος Ιωάννη
Μανδρέκα Ασπασία Παναγιώτη
Καρανάσιος Ευθύμιος Βασιλείου
Μαρκογιαννάκης Χρήστος Εμμανουήλ
Βολουδάκης Μανούσος Κωνσταντίνος Γεωργίου
Βιρβιδάκης Κυριάκος Επαμεινώνδα
Τριαντάφυλλος Κωνσταντίνος Δημοσθένη
Ντινόπουλος Αργύρης Βασιλείου
Πολύδωρας Βύρων Γεωργίου
Τατσόπουλος Πέτρος Γεώργιος Ευαγγέλου
Αλεξόπουλος Απόστολος Ιωάννη
Ανδρουλάκης Δημήτριος (Μίμης) Γρηγορίου
Κακλαμάνης Απόστολος Χρήστου
Δημαράς Ιωάννης Νικολάου
Καπερνάρος Βασίλειος Ηλία
Κουβέλης Φώτιος Φανούριος Ευαγγέλου
Βουδούρης Οδυσσεύς Νίκος Γεωργίου
Χαλβατζής Σπυρίδων Εμμανουήλ
Ιακωβίδου Παναγιώτα (Τάνια) Χρυσοστόμου
Χατζησοφιά Άννα Φωτίου
Κούβελα Φωτεινή Δημητρίου
Γλέζος Εμμανουήλ Νικολάου
Γιαννάκης Μιχαήλ Ευαγγέλου
Ψυχάρης Ανδρέας Σταύρου
Βουλδής Ιωάννης Θεοδώρου
Παντελάκη Ελπίδα Αντωνίου
Λιντζέρης Δημήτριος Γεωργίου
Αρβανίτη Πρεβεζάνου Ευγενία Ανδρέα
Σταμάτης Δημήτριος Γεωργίου
Σμολοκτός Νικόλαος Αποστόλου
Γάσπαρος Διονύσιος Ιωάννη
Κωνσταντόπουλος Ιωάννης Θεοδώρου
Κρέσπης Νικόλαος Αναστασίου
Καρανίκα Ξανθίππη Πέτρου
Ταμπάκη Σοφρόνωφ Ιωάννα Ελευθερίου
Κεφαλογιάννης Εμμανουήλ Κωνσταντίνου
Μαριάς Επαμεινώνδας (Νότης) Αθανασίου
Ζιώγας Ιωάννης Ηλία
Τσιόκας Θεοχάρης (Χάρης) Δημητρίου
Μπούτας Ευάγγελος Θωμά
Κουμπάνης Συμεών Ιωάννη
Χαραλάμπους Χαράλαμπος Μιχαήλ
Σταμπολίδης Κωνσταντίνος Ιωάννη
Τσικαρδάνη Θεοδώρα Αλεξάνδρου
Βουτσίνος Μάριος Ιωάννη
Ζώης Χρήστος Κωνσταντίνου
Καρχιμάκης Μιχαήλ Ελευθερίου
Καραγιάννης Δημήτριος Βασιλείου
Νάκος ΑθανάσιοςΣταύρου
Νάνος Απόστολος Γεωργίου
Γραμματικόπουλος Αθανάσιος Δημητρίου
Παπαδόπουλος Ευγένιος Ιωάννη
Ιωάννου Βασίλειος Ιωάννη
Όθωνας Εμμανουήλ Όθωνα
Μαυρατζώτης Δημήτριος Εμμανουήλ
Σιώης Νικήτας Γεωργίου
Φωτίου Ευάγγελος Γεωργίου
Χειμάρας Θεόδωρος Αντωνίου
Γκλέτσος Απόστολος Κωνσταντίνου
Σαμαράς Νικόλαος Ιωάννη
Γυπάρης Κωνσταντίνος Γεωργίου
Μουσουρούλης Κωνσταντίνος Δημητρίου
Σπηλιωτόπουλος Αριστόβουλος (Άρης) Ελευθερίου
Παπαθανασίου Γιάννης Δημητρίου
Παπαδημούλης Δημήτριος Χριστόδουλου
Μανώλης Ιωάννης Γεωργίου
Κοντογιαννίδης Παύλος Χρήστου
Βουλβουκέλη Βασιλική Ραφαέλλα Σταύρου
Κροκίδη Λίνα Νικολάου
Παναρίτη Ελένη (Έλενα) Ιωάννου
Μόσιαλος Ηλίας Αρχοντή
Σιούφας Δημήτριος Γεωργίου
Τσουμάνη Σπέντζα Ευγενία Λάμπρου
Καζάκος Κωνσταντίνος Αναστασίου
Κοραντής Ιωάννης Αντωνίου
Μουλόπουλος Βασίλειος Διονυσίου
Αντώναρος Ευάγγελος Αρχελάου
Καραπαναγιώτη Τατιάνα Λεωνίδα Αθανασίου
Διαμαντοπούλου Άννα Δημητρίου
Παπουτσής Χρήστος Δημητρίου
Αλευράς Αθανάσιος (Νάσος) Γεωργίου
Τσούρας Αθανάσιος Αγγέλου
Κουβέλης Σπυρίδων Σταύρου
Βόζεμπεργκ Ελισσάβετ (Ελίζα) Κυριάκου
Οικονόμου Παντελής Σπυρίδωνα
Καρύδης Δημήτριος Μιχαήλ
Μπεντενιώτης Εμμανουήλ Ανάργυρου
Αποστολάτος Βαϊτσης Σπυρίδωνα
Νιώτης Γρηγόριος Δημητρίου
Διαμαντίδης Ιωάννης Δημητρίου
Νικολαϊδου Βαρβάρα (Βέρα) Αρίσταρχου
Ανατολάκης Γεώργιος Στεφάνου
Πάγκαλος Θεόδωρος Γεωργίου
Ασπραδάκης Παντελεήμων (Παντελής) Μιχαήλ
Βρεττός Κωνσταντίνος (Ντίνος) Σπυρίδωνος
Καντερές Νικόλαος Ευαγγέλου
Λεβέντης Αθανάσιος Σωτηρίου
Καλαποθαράκος Χρήστος Βασιλείου
Μακρυπίδης Ανδρέας Διονυσίου
Γιαννακά Σοφία Δημητρίου
Παπαδημητρίου Ελισάβετ (Έλσα) Δημητρίου
Ρέππας Δημήτριος Παναγιώτη
Τσιρώνης Δημήτριος Μιχαήλ
Παπασιώζος Κωνσταντίνος Χρήστος
Σπηλιόπουλος Κωνσταντίνος Γεωργίου
Παπαδόπουλος Αθανάσιος Ιωάννη
Τριανταφυλλόπουλος Ανδρέας Θεοδώρου
Μπεκίρης Μιχαήλ Βασιλείου
Χρυσανθακόπουλος Αλέξανδρος Χρήστου
Κυριακοπούλου Μαρία Ηλία
Τόγιας Βασίλειος Ιωάννη
ΤσόνογλουΒυλλιώτη Βασιλική Παράσχου
Χαντάβας Αθανάσιος Αριστοτέλη
Τζίμας Μαργαρίτης Γεωργίου
Ζωίδης Νικόλαος Ηλία
Κασσάρας Γεώργιος Ιωάννη
Ρενταρή Τέντε Όλγα Νικολάου
Τσιαούση Ελένη Παναγιώτη
Περλεπέ Σηφουνάκη Αικατερίνη Αγγέλου
Παπανδρέου Παπαδάκη Ουρανία Νικολάου
Καρανίκας Ηλίας Δημητρίου
Κλαυδιανού Μαρία Γεωργίου
Αντωνακόπουλος Παναγιώτης Γεωργίου
Δημητρουλόπουλος Παναγιώτης (Τάκης) Πανταζή
Σιδηρόπουλος Αναστάσιος Γεωργίου
Γικόνογλου Αθανάσιος Μόσχου
Χαλκίδης Μιχαήλ Γεωργίου
Στρατάκης Εμμανουήλ Σοφοκλή
Σκραφνάκη Μαρία Γρηγορίου
Κατσούρας Χρήστος Σπυρίδωνα
Αράπογλου ΧρυσήΑνέστη
Μαγκριώτης Ιωάννης Αστερίου
Καϊλή Ευδοξία Εύα Aλεξάνδρου
Βούγιας Σπυρίδων Αλεξάνδρου
Καλαντίδου Σοφία Παναγιώτη
Κολοκοτρώνης Άγγελος Χρήστου
Γερανίδης Βασίλειος Θεοδώρου
Ιγνατιάδης Θεόδωρος Γεωργίου
Παντούλας Μιχαήλ Χρήστου
Αργύρης Ευάγγελος Ιωάννη
Οικονόμου Αθανάσιος Σωκράτη
Τιμοσίδης Μιχαήλ Ιωάννη
Παπουτσής Δημήτριος Πασχάλη
Εμινίδης Σάββας Κωνσταντίνου
Ρόβλιας Κωνσταντίνος Χρήστου
Σαλαγιάννης Νικόλαος Βασιλείου
Θεοχάρη Μαρία Αριστοτέλη
Πετσάλνικος Φίλιππος Ιωάννη
Μοσχόπουλος Σπυρίδωνας Αγαθαγγέλου
Κιλτίδης Κωνσταντίνος Βασιλείoυ
Αθανασιάδης Αλέξανδρος Θεοδώρου
Βλατής Ιωάννης Νικολάου
Μπεγλίτης Παναγιώτης Ανδρέα
Φαρμάκη Γκέκη Αικατερίνη Γεωργίου
Μανωλάκης Άγγελος Χρήστου
Παπαμανώλης Γεώργιος Νικολάου
Αποστολάκος Γρηγόριος Γεωργίου
Έξαρχος Βασίλειος Θεοδώρου
Σκυλλάκος Αντώνιος Ηλία
Ροντούλης Αστέριος Γεωργίου
Αλεξανδρίδου Βασιλική Παύλου
Γαληνός Σπυρίδων (Σπύρος) Μιχαήλ
Σκοπελίτης Σταύρος Γεωργίου
Μαργέλης Σπυροπάνος Νικολάου
Καρτάλης Κωνσταντίνος Ιωάννη
Ζήση Ροδούλα Αθανασίου
Μαρκάκης Παύλος Γεωργίου
Κουσελάς Δημήτριος Ηλία
Μάντατζη Τσετίν Μουχάμερ
Ξυνίδης Σωκράτης Γεωργίου
Θεοδωρίδης Ηλίας Ιωάννη
Γιουματζίδης Βασίλειος Μελετίου
Αμοιρίδης Ιωάννης Παναγιώτη
Παπαγεωργίου Αθανάσιος Ανδρέα
Μίχου Μαρία Κωνσταντίνου
Παπαχρήστος Ευάγγελος Καλλίμαχου
Πεταλωτής Γεώργιος Στυλιανού
Βαρδίκος Πυθαγόρας Χαραλάμπους
Κουτμερίδης Ευστάθιος Θεοδώρου
Καριπίδης Αναστάσιος Δημητρίου
Πολατίδης Ηλίας Χαραλάμπους
Χάϊδος Χρήστος Ιωάννη
Μαγκούφης Χρήστος Ευθυμίου
Μερεντίτη Αθανασία (Σούλα) Δημητρίου
Χατζηγάκης Σωτήριος Μιχαήλ
Σκρέκας Θεόδωρος Κωνσταντίνου
Μπατζελή Αικατερίνη Γεωργίου
Γιαννόπουλος Αθανάσιος Λάμπρου
Λιάνης Γεώργιος Θεμιστοκλή
Παπαθανάση Αφροδίτη Κωνσταντίνου
Κατσαρού Άννα Χρήστου
Δαμιανάκης Ευτύχιος Νικολάου
Βαλυράκης Ιωσήφ Ιωαν.
Κουρουπάκη Ευαγγελία Σταύρου
Κατσέλη Λουκία Ταρσίτσα (Λούκα) Πελοπίδα
Ευθυμίου Πέτρος Δημητρίου
Παπανδρέου Βασιλική (Βάσω) Ανδρέα
Χυτήρης Τηλέμαχος Γερασίμου
Κουτρουμάνης Γεώργιος Σπυρίδωνος
Νταλάρα Άννα Γεωργίου
Γείτονας Κωνσταντίνος Ιωάννη
Παπαϊωάννου Μιλτιάδης Ηλία
Βούρος Ιωάννης Στεφάνου
Χαραλαμπόπουλος Γεώργιος Ερνέστος Ιωάννη
Πρωτόπαπας Χρήστος Ιωάννη
Μαυρίκος Γεώργιος Εμμανουήλ
Παπακωνσταντίνου Νικόλαος Χρήστου
Πρωτούλης Ιωάννης Παναγιώτη
Καρατζαφέρης Γεώργιος Ιωάννη
Αϊβαλιώτης Κωνσταντίνος Ιωάννη
Τσουρή Ελπίδα Στεφάνου
Μίχος Λάμπρος Σπυρίδωνος
Ντουκάκης Μανούσος Ιωάννη
Έβερτ Μιλτιάδης Αγγέλου
Σουφλιάς Γεώργιος Αθανασίου
Χηνοφώτης Παναγιώτης Διονυσίου
Δραγώνα Θάλεια Ιωάννη
Μπανιάς Ιωάννης Βασιλείου
Μπεριάτος Ηλίας Τηλέμαχου
Αλογοσκούφης Γεώργιος Σπυρίψων
Βουλγαράκης Γεώργιος Αποστόλου
Μπενάκη Ψαρούδα Άννα Ευαγγέλου
Καφαντάρη Ευθαλία (Λίλα) Ηλία
Φιλίνη Άννα Κωνσταντίνου
Κοροβέσης Περικλής Ηλίας Χρίστου
Γεωργίου Γεώργιος Στεργίου
Μιχαλολιάκος Βασίλειος Ιωάννη
Σημίτης Κώστας Γεωργίου
Αράπογλου Δήμητρα Διαμαντή
Δούκας Πέτρος Γεωργίου
Σταύρου Απόστολος Ευαγγέλου
Μαγγίνας Βασίλειος Νικολάου
Κρανιάς Δημήτριος Ηλία
Τατούλης Πέτρος Παναγιώτη
Παπαγεωργίου Γεώργιος Ιωάννη
Παπαδημάτος Νικόλαος Παναγιώτη
Ράγιου Μεντζελοπούλου Αναστασία (Νατάσα) Θεοφάνη
Κατσιφάρας Απόστολος Ιωάννη
Βέρρας Μιλτιάδης Ηλία
Φώλιας Χρήστος Σωτηρίου
Δαϊλάκης Σταύρος Αποστόλου
Παυλίδης Αριστοτέλης Αντωνίου
Βαληνάκης Ιωάννης Γεωργίου
Καραμάριος Αναστάσιος Εμμανουήλ
Λιάσκος Αναστάσιος Ιωάννη
Βαρβαρίγος Δημήτριος Αντωνίου
Κανελλοπούλου Κρινιώ Αθανασίου
Αδρακτάς Παναγιώτης Φωτίου
Φωτιάδης Ηλίας Χρήστου
Μπαντουβάς Κωνσταντίνος Κωνσταντίνου
Σκουλάς Ιωάννης Γεωργίου
Αλαβάνος Αλέξανδρος Νικολάου
Τζιτζικώστας Απόστολος Ιωάννης Γεωργίου
Σαλαγκούδης Γεώργιος Αριστοτέλη
Ρεγκούζας Αδάμ Παναγιώτη
Αλυσανδράκης Κωνσταντίνος Εμμανουήλ
Χριστοφιλογιάννης Δημήτριος Βασιλείου
Μπουζάλη Παρασκευή Βασιλείου
Παρίσης Αλέξανδρος Παναγή
Τσιτουρίδης Σάββας Κυριάκου
Φλωρίδης Γεώργιος Διαμαντή
Τσιαρτσιώνης Νικόλαος Γεωργίου
Παπαληγούρας Αναστάσιος Πέτρος Παναγιώτη
Κόρκα Κώνστα Αθηνά Αντωνίου
Μανούσου Μπινοπούλου Αριάδνη Χρήστου
Σκανδαλάκης Παναγιώτης Νικολάου
Αγοραστός Κωνσταντίνος Αναστασίου
Νασιώκας Έκτορας Παναγιώτη
Γιαννέλλης Θεοδοσιάδης Ιωάννης Ζαφειρίου
Σούρλας Γεώργιος Ιωάννη
Γκατζής Νικόλαος Φιλίππου
Καλαντζάκου Σοφία Αριστείδη
Σγουρίδης Παναγιώτης Σγουρή
Φουντουκίδου Θεοδωρίδου Παρθένα Ευσταθίου
Καρπούζας Αντώνιος Ευαγγέλου
Τρυφωνίδης Γεώργιος Παναγιώτη
Λαμπίρης Ηλίας Ευαγγέλου
Θαλασσινός Θαλασσινός Πέτρου
Καραμανλής Αχιλλεύς Γεωργίου
Λέγκας Νικόλαος Σωτηρίου
Σταυρογιάννης Νικόλαος Δημητρίου
Καλλιώρας Ηλίας Δημητρίου
Πάππας Βασίλειος Νικολάου
Νικηφοράκης Στυλιανός Γεωργίου
Σκουλάκης Εμμανουήλ Γεωργίου
Κοσμίδης Ιωάννης Γεωργίου
Ζαγορίτης Ελευθέριος (Λευτέρης) Γερασίμου
Λιάπης Μιχάλης Γιώργος Κωνσταντίνου
Πετραλιά Πάλλη Φάνη Επαμεινώνδα
Σταθάκης Αριστοτέλης (Άρης) Παντελή
Κασίμης Θεόδωρος Παναγιώτη
Δαμανάκη Μαρία Θεοδώρου
Παπαδόπουλος Αλέξανδρος (Αλέκος) Κωνσταντίνου
Μελά Παναγιώτα Εύα Παύλου
Ανδριοπούλου Σοφία Ευσταθίου
Μπερνιδάκη Άλντους Ελευθερία Αντωνίου
Καρύδη Χρυσή Νικολάου
Μάνος Στέφανος Αλεξάνδρου
Κοσμίδης Σωκράτης Ιωάννη
Βρεττού Αγάθη (Ρόζα) Σπυρίδωνα
Γιαννάκου Μαριορή (Μαριέττα) Παναγιώτη
Κωνσταντάρας Δημήτριος Λάμπρου
Ράπτη Αναστασία Συλβάνα Σπυρίδωνα
Παπαντωνίου Ιωάννης (Γιάννος) Παναγιώτη
Κωνσταντόπουλος Νικόλαος Ανδρέα
Αρσένης Γεράσιμος Διονυσίου
Κοντού Μάρω Ανδρέα
Μαντούβαλος Πέτρος Σταύρου
Καλός Γεώργιος Βασιλείου
Βασιλείου Γεώργιος Βασιλείου
Κατσιγιάννης Αθανάσιος Χρήστου
Κατσίκης Θεόδωρος Κωνσταντίνου
Παπαηλίας Ηλίας Νικολάου
Καραγκούνης Ανδρέας Βελισάριου
Αγγελόπουλος Νικόλαος Κωνσταντίνου
Κωστόπουλος Απόστολος Δημητρίου
Βερελής Χρήστος Δημητρίου
Καραμπίνας Κωνσταντίνος Ιωάννη
Κολιοπάνος Θεόδωρος Ιωάννη
Σπηλιωτόπουλος Σπήλιος Παναγιώτη
Βασιλείου Θεόφιλος Αθανασίου
Κοσιώνης Παναγιώτης Ανδρέα
Θωμά Μαρία Αλεξίου
Ακριβάκης Αλέξανδρος Δημητρίου
Χρύσης Βασίλειος Κωνσταντίνου
Καΐσερλης Κωνσταντίνος Γεωργίου
Παρασκευάς Ιωάννης Δημητρίου
Φωτιάδης Απόστολος Δημοσθένη
Πιπεργιάς Δημήτριος Παντελή
Τσιαμάκης Δημοσθένης Κωνσταντίνου
Γεωργακόπουλος Δημήτριος Χρήστου
Φραγκιαδουλάκης Εμμανουήλ Γεωργίου
Ματζαπετάκης Στυλιανός Εμμανουήλ
Παπαθεμελής Στυλιανός Άγγελος Μιχαήλ
Σπηλιόπουλος Αναστάσιος Ιωάννη
Τσοχατζόπουλος Απόστολος Αθανάσιος Ευαγγέλου
Χουρμουζιάδης Γεώργιος Χαραλάμπους
Γαλαμάτης Δημήτριος Ιωάννη
Τζέκης Άγγελος Κωνσταντίνου
Φούσας Αντώνιος Γρηγορίου
Τσακλίδης Ιωάννης Κωνσταντίνου
Αγγελής Ανέστης Στεφάνου
Γεωργιάδης Νικόλαος Γερασίμου
Αλιβιζάτος Πέτρος Παύλος Παύλου
Λωτίδης Λάζαρος Κυριάκου
Χωρέμης Αναστάσιος Ιωάννη
Χωματάς Ιωάννης Δημητρίου
Γαρουφαλιάς Γεώργιος Βασιλείου
Χατζημιχάλης Νικόλαος Φώτιος Δημητρίου
Τσιόγκας Δημήτριος Βασιλείου
Καλογήρου Χριστιάνα Δούκα
Βεργίνης Ξενοφών Νικολάου
Κατσιλιέρης Πέτρος Ιωάννη
Τσαλίδης Φίλιππος Γεωργίου
Πολύζος Ευάγγελος Γεωργίου
Τσαντούλας Δημήτριος Χριστοφόρου
Κεφαλογιάννης Ιωάννης Κωνσταντίνου
Μανωλιά Χρυσάνθη Παντελή
Χαϊτίδης Ευγένιος Δημητρίου
Τσιπλάκης Κωνσταντίνος Αθανασίου
Μουσιώνης Αριστείδης Ιωάννη
Παπαδήμας Λάμπρος Ηλία
Κορτσάρης Νικόλαος Χαραλάμπους
Χριστοδουλάκης Νίκος Μιχαήλ
Τζαννετάκης Τζαννής Πέτρου
Ανδρεουλάκος Απόστολος Γεωργίου
Καρράς Κώστας Βασιλείου
Κουλούρης Κίμων Αριστοτέλη
Ανωμερίτης Γεώργιος Δημητρίου
Μπένος Σταύρος Ιωάννης Θεοδώρου
Κατσέλη Ελεωνόρα (Νόρα)Πελοπίδα
Τζουμάκας Στέφανος Αθανασίου
Κολοζώφ Ορέστης Ορέστη
Πίττας Ιωάννης Ελευθερίου
Γιαννόπουλος Αργύριος Ευαγγέλου
Αυγερινός Παρασκευάς Κωνσταντίνου
Σπυράκη Χριστίνα Βασιλείου
Τσουκάτος Θεόδωρος Εμμανουήλ
Βαρβιτσιώτης Ιωάννης Μιλτιάδη
Μολυβιάτης Πέτρος Γεωργίου
Ψαχαρόπουλος Γεώργιος Αντωνίου
Νεονάκης Μιχάλης Κωνσταντίνου
Μανίκας Στέφανος Αναστασίου
Ανουσάκη Ελένη ΗλέκτραΕυαγγέλου
Καρά Μαρία Τριαντάφυλλου
Φασούλας Παναγιώτης Ιωάννη
Λαλιώτης Κωνσταντίνος Γεωργίου
Κρητικός Παναγιώτης Νικολάου
Καψής Γιάννης Παντελή
Γιαννάκης Ιωάννης Επαμεινώνδα
